year,category,actor/actress,winner,movie
1998,BEST SUPPORTING ACTRESS,Brenda Blethyn,False,Little Voice
1998,BEST SUPPORTING ACTRESS,Rachel Griffiths,False,Hilary and Jackie
1998,BEST SUPPORTING ACTRESS,Lynn Redgrave,False,Gods and Monsters
1999,BEST SUPPORTING ACTRESS,Angelina Jolie ,True,"Girl, Interrupted"
1999,BEST SUPPORTING ACTRESS,Toni Collette,False,The Sixth Sense
1999,BEST SUPPORTING ACTRESS,Catherine Keener,False,Being John Malkovich
1999,BEST SUPPORTING ACTRESS,Samantha Morton,False,Sweet and Lowdown
1999,BEST SUPPORTING ACTRESS,Chloë Sevigny,False,Boys Don't Cry
2000,BEST SUPPORTING ACTRESS,Marcia Gay Harden ,True,Pollock
2000,BEST SUPPORTING ACTRESS,Judi Dench,False,Chocolat
2000,BEST SUPPORTING ACTRESS,Kate Hudson,False,Almost Famous
2000,BEST SUPPORTING ACTRESS,Frances McDormand,False,Almost Famous
2000,BEST SUPPORTING ACTRESS,Julie Walters,False,Billy Elliot
2001,BEST SUPPORTING ACTRESS,Jennifer Connelly ,True,A Beautiful Mind
2001,BEST SUPPORTING ACTRESS,Helen Mirren,False,Gosford Park
2001,BEST SUPPORTING ACTRESS,Maggie Smith,False,Gosford Park
2001,BEST SUPPORTING ACTRESS,Marisa Tomei,False,In the Bedroom
2001,BEST SUPPORTING ACTRESS,Kate Winslet,False,Iris
2002,BEST SUPPORTING ACTRESS,Catherine Zeta-Jones ,True,Chicago
2002,BEST SUPPORTING ACTRESS,Kathy Bates,False,About Schmidt
2002,BEST SUPPORTING ACTRESS,Julianne Moore,False,The Hours
2002,BEST SUPPORTING ACTRESS,Queen Latifah,False,Chicago
2002,BEST SUPPORTING ACTRESS,Meryl Streep,False,Adaptation
2003,BEST SUPPORTING ACTRESS,Renée Zellweger ,True,Cold Mountain
2003,BEST SUPPORTING ACTRESS,Shohreh Aghdashloo,False,House of Sand and Fog
2003,BEST SUPPORTING ACTRESS,Patricia Clarkson,False,Pieces of April
2003,BEST SUPPORTING ACTRESS,Marcia Gay Harden,False,Mystic River
2003,BEST SUPPORTING ACTRESS,Holly Hunter,False,Thirteen
2004,BEST SUPPORTING ACTRESS,Cate Blanchett ,True,The Aviator
2004,BEST SUPPORTING ACTRESS,Laura Linney,False,Kinsey
2004,BEST SUPPORTING ACTRESS,Virginia Madsen,False,Sideways
2004,BEST SUPPORTING ACTRESS,Sophie Okonedo,False,Hotel Rwanda
2004,BEST SUPPORTING ACTRESS,Natalie Portman,False,Closer
2005,BEST SUPPORTING ACTRESS,Rachel Weisz ,True,The Constant Gardener
2005,BEST SUPPORTING ACTRESS,Amy Adams,False,Junebug
2005,BEST SUPPORTING ACTRESS,Catherine Keener,False,Capote
2005,BEST SUPPORTING ACTRESS,Frances McDormand,False,North Country
2005,BEST SUPPORTING ACTRESS,Michelle Williams,False,Brokeback Mountain
2006,BEST SUPPORTING ACTRESS,Jennifer Hudson ,True,Dreamgirls
2006,BEST SUPPORTING ACTRESS,Adriana Barraza,False,Babel
2006,BEST SUPPORTING ACTRESS,Cate Blanchett,False,Notes on a Scandal
2006,BEST SUPPORTING ACTRESS,Abigail Breslin,False,Little Miss Sunshine
2006,BEST SUPPORTING ACTRESS,Rinko Kikuchi,False,Babel
2007,BEST SUPPORTING ACTRESS,Tilda Swinton ,True,Michael Clayton
2007,BEST SUPPORTING ACTRESS,Cate Blanchett,False,I'm Not There
2007,BEST SUPPORTING ACTRESS,Ruby Dee,False,American Gangster
2007,BEST SUPPORTING ACTRESS,Saoirse Ronan,False,Atonement
2007,BEST SUPPORTING ACTRESS,Amy Ryan,False,Gone Baby Gone
2008,BEST SUPPORTING ACTRESS,Penélope Cruz ,True,Vicky Cristina Barcelona
2008,BEST SUPPORTING ACTRESS,Amy Adams,False,Doubt
2008,BEST SUPPORTING ACTRESS,Viola Davis,False,Doubt
2008,BEST SUPPORTING ACTRESS,Taraji P. Henson,False,The Curious Case of Benjamin Button
2008,BEST SUPPORTING ACTRESS,Marisa Tomei,False,The Wrestler
2009,BEST SUPPORTING ACTRESS,Mo'Nique ,True,Precious
2009,BEST SUPPORTING ACTRESS,Penélope Cruz,False,Nine
2009,BEST SUPPORTING ACTRESS,Vera Farmiga,False,Up in the Air
2009,BEST SUPPORTING ACTRESS,Maggie Gyllenhaal,False,Crazy Heart
2009,BEST SUPPORTING ACTRESS,Anna Kendrick,False,Up in the Air
2010,BEST SUPPORTING ACTRESS,Melissa Leo ,True,The Fighter
2010,BEST SUPPORTING ACTRESS,Amy Adams,False,The Fighter
2010,BEST SUPPORTING ACTRESS,Helena Bonham Carter,False,The King's Speech
2010,BEST SUPPORTING ACTRESS,Hailee Steinfeld,False,True Grit
2010,BEST SUPPORTING ACTRESS,Jacki Weaver,False,Animal Kingdom
2011,BEST SUPPORTING ACTRESS,Octavia Spencer ,True,The Help
2011,BEST SUPPORTING ACTRESS,Bérénice Bejo,False,The Artist
2011,BEST SUPPORTING ACTRESS,Jessica Chastain,False,The Help
2011,BEST SUPPORTING ACTRESS,Melissa McCarthy,False,Bridesmaids
2011,BEST SUPPORTING ACTRESS,Janet McTeer,False,Albert Nobbs
2012,BEST SUPPORTING ACTRESS,Anne Hathaway ,True,Les Misérables
2012,BEST SUPPORTING ACTRESS,Amy Adams,False,The Master
2012,BEST SUPPORTING ACTRESS,Sally Field,False,Lincoln
2012,BEST SUPPORTING ACTRESS,Helen Hunt,False,The Sessions
2012,BEST SUPPORTING ACTRESS,Jacki Weaver,False,Silver Linings Playbook
2013,BEST SUPPORTING ACTRESS,Lupita Nyong'o ,True,12 Years a Slave
2013,BEST SUPPORTING ACTRESS,Sally Hawkins,False,Blue Jasmine
2013,BEST SUPPORTING ACTRESS,Jennifer Lawrence,False,American Hustle
2013,BEST SUPPORTING ACTRESS,Julia Roberts,False,August: Osage County
2013,BEST SUPPORTING ACTRESS,June Squibb,False,Nebraska
2014,BEST SUPPORTING ACTRESS,Patricia Arquette ,True,Boyhood
2014,BEST SUPPORTING ACTRESS,Laura Dern,False,Wild
2014,BEST SUPPORTING ACTRESS,Keira Knightley,False,The Imitation Game
2014,BEST SUPPORTING ACTRESS,Emma Stone,False,Birdman
2014,BEST SUPPORTING ACTRESS,Meryl Streep,False,Into the Woods
2015,BEST SUPPORTING ACTRESS,Alicia Vikander ,True,The Danish Girl
2015,BEST SUPPORTING ACTRESS,Jennifer Jason Leigh,False,The Hateful Eight
2015,BEST SUPPORTING ACTRESS,Rooney Mara,False,Carol
2015,BEST SUPPORTING ACTRESS,Rachel McAdams,False,Spotlight
2015,BEST SUPPORTING ACTRESS,Kate Winslet,False,Steve Jobs
2016,BEST SUPPORTING ACTRESS,Viola Davis ,True,Fences
2016,BEST SUPPORTING ACTRESS,Naomie Harris,False,Moonlight
2016,BEST SUPPORTING ACTRESS,Nicole Kidman,False,Lion
2016,BEST SUPPORTING ACTRESS,Octavia Spencer,False,Hidden Figures
2016,BEST SUPPORTING ACTRESS,Michelle Williams,False,Manchester by the Sea
2017,BEST SUPPORTING ACTRESS,Allison Janney ,True,"I, Tonya"
2017,BEST SUPPORTING ACTRESS,Mary J. Blige,False,Mudbound
2017,BEST SUPPORTING ACTRESS,Lesley Manville,False,Phantom Thread
2017,BEST SUPPORTING ACTRESS,Laurie Metcalf,False,Lady Bird
2017,BEST SUPPORTING ACTRESS,Octavia Spencer,False,The Shape of Water
2018,BEST SUPPORTING ACTRESS,Amy Adams,False,Vice
2018,BEST SUPPORTING ACTRESS,Marina de Tavira,False,Roma
2018,BEST SUPPORTING ACTRESS,Regina King,True,If Beale Street Could Talk
2018,BEST SUPPORTING ACTRESS,Emma Stone,False,The Favourite
2018,BEST SUPPORTING ACTRESS,Rachel Weisz,False,The Favourite
