nconst,primaryName,primaryProfession,knownForTitles
nm0000305,Mel Blanc,"actor,soundtrack,music_department","tt0077278,tt0096438,tt0094939,tt0038576"
nm0000306,Brian Blessed,"actor,soundtrack,director","tt0097499,tt0120915,tt0346491,tt0080745"
nm0000307,Helena Bonham Carter,"actress,soundtrack,producer","tt1707386,tt0137523,tt0408236,tt1504320"
nm0000308,Ernest Borgnine,"actor,soundtrack,producer","tt0082340,tt0048356,tt0065214,tt0069113"
nm0000309,David Bowie,"soundtrack,actor,composer","tt0196229,tt0091369,tt0074851,tt0482571"
nm0000312,Amy Brenneman,"actress,producer,writer","tt0411061,tt0209069,tt0116287,tt0113277"
nm0000313,Jeff Bridges,"actor,soundtrack,producer","tt1403865,tt2582782,tt0118715,tt1263670"
nm0000314,Charles Bronson,actor,"tt0054047,tt0057115,tt0071402,tt0064116"
nm0000316,Mel Brooks,"actor,writer,soundtrack","tt0094012,tt0071230,tt0395251,tt0082517"
nm0000317,Clancy Brown,"actor,soundtrack,producer","tt0111161,tt0120201,tt3501632,tt0803096"
nm0000318,Tim Burton,"producer,miscellaneous,director","tt0109707,tt0121164,tt1142977,tt0099487"
nm0000320,Luis Buñuel,"writer,director,actor","tt0061395,tt0068361,tt0056732,tt0042804"
nm0000321,Gabriel Byrne,"actor,producer,writer","tt0146675,tt0145531,tt0114814,tt0100150"
nm0000322,Emmanuelle Béart,"actress,soundtrack","tt0091480,tt0283832,tt0189142,tt0117060"
nm0000323,Michael Caine,"actor,producer,soundtrack","tt0258068,tt0468569,tt0124315,tt0482571"
nm0000325,David Caruso,"actor,producer","tt0113552,tt0083944,tt0261983,tt0228750"
nm0000326,Kim Cattrall,"actress,producer,soundtrack","tt1261945,tt0102975,tt1000774,tt0159206"
nm0000327,Lacey Chabert,"actress,soundtrack,producer","tt0377092,tt0821640,tt0277371,tt0120738"
nm0000328,Richard Chamberlain,"actor,soundtrack,producer","tt0072308,tt0085101,tt0080274,tt0076299"
nm0000329,Jackie Chan,"actor,stunts,producer","tt0266915,tt0184894,tt0127357,tt0120812"
nm0000330,Stockard Channing,"actress,soundtrack,miscellaneous","tt0120791,tt0198021,tt0108149,tt0077631"
nm0000331,Chevy Chase,"actor,writer,soundtrack","tt0085995,tt0089155,tt0092086,tt0080487"
nm0000332,Don Cheadle,"actor,producer,soundtrack","tt0375679,tt1540133,tt0988047,tt0395169"
nm0000333,Cher,"soundtrack,actress,director","tt0100140,tt0093565,tt1126591,tt0086312"
nm0000334,Yun-Fat Chow,"actor,writer,soundtrack","tt0190332,tt0120008,tt0473444,tt0104684"
nm0000335,Glenn Close,"actress,soundtrack,producer",tt0093010
nm0000336,James Coburn,"actor,producer,director","tt0054047,tt0067140,tt0057115,tt0118564"
nm0000337,Rachael Leigh Cook,"actress,producer","tt0208988,tt0160862,tt0385700,tt0331811"
nm0000338,Francis Ford Coppola,"producer,director,writer","tt0068646,tt0071562,tt0071360,tt0078788"
nm0000339,Roger Corman,"producer,director,actor","tt0091419,tt0061189,tt0099612,tt0102926"
nm0000340,Cindy Crawford,"actress,producer,soundtrack","tt0115082,tt0120577,tt1441109,tt0113010"
nm0000341,Michael Crichton,"writer,producer,director","tt0070909,tt0107290,tt0117998,tt0108757"
nm0000342,James Cromwell,"actor,producer,soundtrack","tt0119488,tt0120689,tt2245084,tt0112431"
nm0000343,David Cronenberg,"director,actor,writer","tt0091064,tt0115964,tt0120907,tt0094964"
nm0000345,Billy Crystal,"actor,writer,producer","tt0101587,tt0113097,tt0122933,tt0098635"
nm0000346,Macaulay Culkin,"actor,producer,director","tt0107034,tt0102492,tt0104431,tt0099785"
nm0000347,Tim Curry,"actor,soundtrack,producer","tt0088930,tt0112715,tt0073629,tt0099810"
nm0000348,Tony Curtis,"actor,soundtrack,producer","tt0051036,tt0053291,tt0054331,tt0066701"
nm0000349,Joan Cusack,"actress,soundtrack,writer","tt0096463,tt0119360,tt0119229,tt1659337"
nm0000350,Beverly D'Angelo,"actress,soundtrack,producer","tt0120586,tt0079261,tt0085995,tt0097958"
nm0000352,Vincent D'Onofrio,"actor,producer,soundtrack","tt0109707,tt0093058,tt0209958,tt0119654"
nm0000353,Willem Dafoe,"actor,soundtrack,producer","tt5649144,tt0189998,tt0145487,tt2278388"
nm0000354,Matt Damon,"producer,actor,soundtrack","tt3659388,tt0134119,tt0119217,tt0407887"
nm0000358,Daniel Day-Lewis,"actor,music_department,soundtrack","tt0217505,tt0104691,tt0469494,tt0443272"
nm0000360,Rebecca De Mornay,"actress,soundtrack,producer","tt0361696,tt0086200,tt0396269,tt0104389"
nm0000361,Brian De Palma,"director,writer,producer","tt0280665,tt0094226,tt0071994,tt0080661"
nm0000362,Danny DeVito,"actor,producer,director","tt0103776,tt0098621,tt0094142,tt0117008"
nm0000364,Sandra Dee,"actress,soundtrack","tt0052847,tt0052918,tt0054759,tt0056093"
nm0000365,Julie Delpy,"actress,writer,director","tt0841044,tt0111507,tt0381681,tt0112471"
nm0000366,Catherine Deneuve,"actress,soundtrack,producer","tt0061395,tt0283832,tt0168629,tt0059646"
nm0000367,Gérard Depardieu,"actor,producer,soundtrack","tt0120744,tt0103594,tt0083789,tt0099334"
nm0000368,Laura Dern,"actress,producer,writer","tt0100935,tt0107290,tt2305051,tt0090756"
nm0000369,Matt Dillon,"actor,art_department,director","tt0097240,tt0129387,tt0120890,tt0375679"
nm0000371,Ami Dolenz,"actress,producer,miscellaneous","tt0104879,tt0056758,tt0086765,tt0092718"
nm0000374,Brad Dourif,actor,"tt0167261,tt0387575,tt0095647,tt0073486"
nm0000375,Robert Downey Jr.,"actor,producer,soundtrack","tt0371746,tt0988045,tt1300854,tt0848228"
nm0000377,Richard Dreyfuss,"actor,producer,soundtrack","tt0069704,tt0076095,tt0073195,tt0075860"
nm0000378,Minnie Driver,"actress,soundtrack,producer","tt0117665,tt0293508,tt0119229,tt0119217"
nm0000379,Kirsten Dunst,"actress,producer,director","tt0145487,tt0110148,tt1527186,tt0110367"
nm0000380,Robert Duvall,"actor,producer,soundtrack","tt0078788,tt0316356,tt0118632,tt0068646"
nm0000381,Anthony Edwards,"actor,producer,director","tt0088000,tt0092099,tt0108757,tt0817177"
nm0000382,Atom Egoyan,"director,writer,producer","tt0106504,tt0273435,tt2326612,tt0120255"
nm0000383,Jennifer Ehle,actress,"tt4919484,tt1790885,tt0112130,tt2392830"
nm0000384,Danny Elfman,"music_department,soundtrack,composer","tt0121164,tt0119654,tt0367594,tt0107688"
nm0000385,Sam Elliott,"actor,producer,writer","tt5655222,tt1517451,tt0118715,tt0098206"
nm0000386,Roland Emmerich,"writer,producer,director","tt0319262,tt1628841,tt0120685,tt0116629"
nm0000387,Robert Englund,"actor,miscellaneous,director","tt0087800,tt0095742,tt0093629,tt0329101"
nm0000388,R. Lee Ermey,"actor,miscellaneous,producer","tt0093058,tt0114369,tt0095647,tt0324216"
nm0000389,Emilio Estevez,"actor,director,writer","tt0308055,tt0088847,tt3294746,tt1441912"
nm0000390,Joe Eszterhas,"writer,producer,miscellaneous","tt0114436,tt0118577,tt0103772,tt0108162"
nm0000391,Rupert Everett,"actor,soundtrack,producer","tt0119738,tt0109592,tt0122541,tt2404639"
nm0000393,Peter Falk,"actor,producer,soundtrack","tt0093779,tt0093191,tt1466074,tt0074937"
nm0000394,Chris Farley,"actor,soundtrack,stunts","tt0118708,tt0106598,tt0115697,tt0114694"
nm0000396,Farrah Fawcett,"actress,producer,soundtrack","tt0079285,tt0082136,tt0073972,tt0074812"
nm0000397,Corey Feldman,"actor,producer,soundtrack","tt0087363,tt0093437,tt0089218,tt0092005"
nm0000398,Sally Field,"actress,producer,soundtrack","tt0443272,tt0109830,tt0076729,tt0098384"
nm0000399,David Fincher,"producer,director,actor","tt0443706,tt1285016,tt2267998,tt0114369"
nm0000401,Laurence Fishburne,"actor,producer,director","tt0327056,tt0234215,tt1598778,tt0133093"
nm0000402,Carrie Fisher,"actress,soundtrack,writer","tt0080684,tt2527336,tt0076759,tt0086190"
nm0000404,Jane Fonda,"actress,producer,soundtrack","tt3312830,tt0062711,tt0067309,tt0369735"
nm0000406,John Ford,"director,producer,writer","tt0056217,tt0045061,tt0031971,tt0032551"
nm0000407,Vivica A. Fox,"actress,producer,soundtrack","tt1628841,tt0116629,tt0118688,tt0266697"
nm0000409,Brendan Fraser,"actor,producer,soundtrack","tt0209163,tt0375679,tt0859163,tt0120616"
nm0000410,Stephen Fry,"actor,writer,producer","tt0371724,tt0434409,tt0280707,tt0120514"
nm0000411,Edward Furlong,"actor,producer,soundtrack","tt0120586,tt0103064,tt0107130,tt0165710"
nm0000412,Andy Garcia,"actor,producer,soundtrack","tt1981128,tt0240772,tt0099674,tt0349903"
nm0000413,Janeane Garofalo,"actress,writer,producer","tt0243655,tt0382932,tt0120032,tt0132347"
nm0000414,Teri Garr,"actress,soundtrack","tt0072431,tt0075860,tt0084805,tt0088680"
nm0000415,Jami Gertz,"actress,producer,executive","tt0320970,tt0088128,tt0117998,tt0093437"
nm0000416,Terry Gilliam,"writer,actor,animation_department","tt0088846,tt0071853,tt0081633,tt1054606"
nm0000417,Crispin Glover,"actor,soundtrack,producer","tt0310357,tt0088763,tt1729632,tt0091860"
nm0000418,Danny Glover,"actor,producer,director","tt0104714,tt1190080,tt0093409,tt0122151"
nm0000419,Jean-Luc Godard,"director,writer,editor","tt0055572,tt0086153,tt0058898,tt0053472"
nm0000421,Cuba Gooding Jr.,"actor,soundtrack,producer","tt0203019,tt0101507,tt0316465,tt0116695"
nm0000422,John Goodman,"actor,soundtrack,producer","tt1907668,tt0101410,tt1179933,tt1024648"
nm0000424,Hugh Grant,"actor,soundtrack","tt0125439,tt0276751,tt0109831,tt0314331"
nm0000425,Peter Greenaway,"director,writer,editor","tt0092929,tt0097108,tt0446750,tt1702429"
nm0000426,Jennifer Grey,"actress,soundtrack","tt2013293,tt0092890,tt0091042,tt0087985"
nm0000427,Pam Grier,"actress,soundtrack,writer","tt0094602,tt0119396,tt0228333,tt0116225"
nm0000428,D.W. Griffith,"director,writer,producer","tt0006864,tt0014604,tt0010484,tt0004972"
nm0000429,Melanie Griffith,"actress,producer","tt0091983,tt0119558,tt0096463,tt0086984"
nm0000430,Steve Guttenberg,"actor,producer,soundtrack","tt0088933,tt0087928,tt0094137,tt0091949"
nm0000431,Taylor Hackford,"producer,director,writer","tt0106469,tt0350258,tt0084434,tt0109642"
nm0000432,Gene Hackman,"actor,soundtrack,producer","tt0265666,tt0069113,tt0105695,tt0067116"
nm0000433,Corey Haim,"actor,producer,soundtrack","tt0091445,tt0095519,tt1121931,tt0093437"
nm0000434,Mark Hamill,"actor,producer,soundtrack","tt0086190,tt0080684,tt0076759,tt2527336"
nm0000435,Daryl Hannah,"actress,producer,soundtrack","tt0266697,tt0094291,tt0088161,tt0378194"
nm0000436,Curtis Hanson,"director,producer,writer","tt0119488,tt0298203,tt0388125,tt0104389"
nm0000437,Woody Harrelson,"actor,producer,soundtrack","tt2356777,tt1156398,tt0117318,tt0110632"
nm0000438,Ed Harris,"actor,producer,director","tt0800308,tt0120382,tt0183659,tt0274558"
nm0000439,Neil Patrick Harris,"actor,soundtrack,producer","tt0460649,tt2267998,tt4834206,tt0120201"
nm0000441,Noah Hathaway,"actor,miscellaneous","tt0076984,tt0077215,tt0088323,tt0092115"
nm0000442,Rutger Hauer,"actor,producer,director","tt0372784,tt0083658,tt1640459,tt0401792"
nm0000443,Goldie Hawn,"actress,producer,soundtrack","tt0116313,tt0104070,tt0116242,tt0093693"
nm0000444,Glenne Headly,actress,"tt0099422,tt0113862,tt0095031,tt2229499"
nm0000445,Dan Hedaya,"actor,soundtrack","tt0114814,tt0086979,tt0166924,tt0112697"
nm0000446,Mariel Hemingway,"actress,soundtrack,producer","tt0079522,tt0208874,tt0159730,tt0094074"
nm0000447,Marilu Henner,"actress,miscellaneous,producer","tt0102250,tt0087507,tt0077089,tt0105017"
nm0000448,Lance Henriksen,"actor,miscellaneous","tt0093605,tt0088247,tt0090605,tt0107076"
nm0000449,Natasha Henstridge,"actress,producer,soundtrack","tt0190138,tt0228333,tt0114508,tt0120841"
nm0000450,Philip Seymour Hoffman,"actor,producer,soundtrack","tt0181875,tt1560747,tt0379725,tt0472062"
nm0000451,Gaby Hoffmann,"actress,director,soundtrack","tt0116242,tt0098554,tt0114011,tt0097351"
nm0000452,Lauren Holly,"actress,producer","tt0207201,tt0115639,tt0109686,tt0103512"
nm0000453,Ian Holm,"actor,soundtrack,animation_department","tt0167260,tt0120255,tt0120737,tt0382932"
nm0000454,Dennis Hopper,"actor,director,writer","tt0090756,tt0064276,tt0111257,tt0114898"
nm0000455,John Hughes,"writer,producer,director","tt0098554,tt0088847,tt0091042,tt0093748"
nm0000456,Holly Hunter,"actress,producer,soundtrack","tt0328538,tt0107822,tt5462602,tt3606756"
nm0000457,John Hurt,"actor,soundtrack","tt0167190,tt0078748,tt0080678,tt0087803"
nm0000458,William Hurt,"actor,producer","tt0118929,tt0399146,tt0080360,tt0120738"
nm0000459,Timothy Hutton,"actor,producer,director","tt1103987,tt0343737,tt0115639,tt0081283"
nm0000460,Jeremy Irons,"actor,soundtrack,producer","tt0094964,tt2094766,tt0119558,tt0110357"
nm0000461,Michael Ironside,"actor,producer,writer","tt0081455,tt0120201,tt0100802,tt0092099"
nm0000462,Kate Jackson,"actress,producer,director","tt0073972,tt0068126,tt0059978,tt0085088"
nm0000463,Famke Janssen,"actress,writer,director","tt0113189,tt0120903,tt0376994,tt0185371"
nm0000464,Jim Jarmusch,"director,writer,actor","tt5247022,tt0412019,tt1714915,tt0088184"
nm0000466,Jean-Pierre Jeunet,"director,writer,producer","tt1149361,tt0211915,tt0101700,tt0344510"
nm0000467,Don Johnson,"actor,producer,soundtrack","tt1853728,tt0985694,tt0072730,tt0086759"
nm0000469,James Earl Jones,"actor,soundtrack","tt0099810,tt3748528,tt0094898,tt0086190"
nm0000470,Jeffrey Jones,actor,"tt0109707,tt0091225,tt0091042,tt0086879"
nm0000471,Raul Julia,"actor,soundtrack","tt0111301,tt0089424,tt0101272,tt0106220"
nm0000472,Boris Karloff,"actor,soundtrack","tt0023245,tt0024894,tt0060345,tt0026138"
nm0000473,Diane Keaton,"actress,producer,director","tt0356680,tt0079522,tt0075686,tt0337741"
nm0000474,Michael Keaton,"actor,producer,soundtrack","tt2562232,tt1895587,tt0094721,tt4276820"
nm0000476,Sally Kirkland,"actress,producer,miscellaneous","tt0092569,tt3216866,tt0315327,tt0102138"
nm0000477,Mia Kirshner,actress,"tt0387877,tt3520702,tt0330251"
nm0000479,Walter Koenig,"actor,writer,producer","tt0102975,tt0092007,tt0084726,tt0060028"
nm0000480,Elias Koteas,"actor,producer","tt0115964,tt0114194,tt0822854,tt0120863"
nm0000481,Alice Krige,"actress,producer,writer","tt0384537,tt1981115,tt0117731,tt0105428"
nm0000483,Christopher Lambert,"actor,producer,writer","tt0090095,tt0091203,tt0113855,tt0120604"
nm0000484,John Landis,"producer,director,actor","tt0118747,tt0082010,tt0086491,tt0080455"
nm0000485,Fritz Lang,"director,writer,producer","tt0017136,tt0057345,tt0027652,tt0022100"
nm0000486,Heather Langenkamp,"actress,special_effects,make_up_department","tt0094490,tt0093629,tt0087800,tt0111686"
nm0000487,Ang Lee,"director,producer,writer","tt0808357,tt0388795,tt0190332,tt0454876"
nm0000489,Christopher Lee,"actor,soundtrack,producer","tt0070917,tt0120737,tt0121765,tt0167261"
nm0000490,Spike Lee,"director,producer,writer","tt0097216,tt0104797,tt0091939,tt7349662"
nm0000491,John Leguizamo,"actor,writer,producer","tt0117509,tt0203009,tt0120177,tt0119887"
nm0000492,Jennifer Jason Leigh,"actress,producer,soundtrack","tt0105414,tt3460252,tt2401878,tt0109642"
nm0000493,Jack Lemmon,"actor,soundtrack,producer","tt0053604,tt0104348,tt0053291,tt0107050"
nm0000495,Téa Leoni,"actress,producer","tt0371246,tt0163025,tt0218967,tt0120647"
nm0000496,Juliette Lewis,"actress,soundtrack,director","tt0116367,tt1322269,tt0110632,tt0101540"
nm0000498,Matthew Lillard,"actor,producer,soundtrack","tt1033575,tt0133189,tt0267913,tt0331632"
nm0000499,Bai Ling,"actress,producer,writer","tt0119994,tt1121931,tt0109506,tt0405336"
nm0000500,Richard Linklater,"producer,director,writer","tt1065073,tt0405296,tt0243017,tt2209418"
nm0000501,Ray Liotta,"actor,producer,soundtrack","tt0314123,tt0091983,tt0099685,tt0272207"
nm0000502,Christopher Lloyd,"actor,soundtrack","tt0096874,tt0088763,tt0096438,tt0106220"
nm0000503,Emily Lloyd,actress,"tt0120490,tt0105265,tt0097109,tt0094331"
nm0000504,Amy Locane,"actress,soundtrack","tt0105327,tt0274812,tt0109068,tt0099329"
nm0000505,Nia Long,"actress,soundtrack","tt0208003,tt0197182,tt0181984,tt2083355"
nm0000506,Julia Louis-Dreyfus,"actress,producer,soundtrack","tt2390361,tt1759761,tt0462128,tt0098904"
nm0000507,Rob Lowe,"actor,producer,soundtrack","tt0086066,tt0090060,tt0105793,tt1058017"
nm0000509,Bela Lugosi,"actor,costume_department,soundtrack","tt0021814,tt0045826,tt0024894,tt0024188"
nm0000510,Andie MacDowell,"actress,producer,soundtrack","tt0107048,tt0102070,tt0098724,tt0109831"
nm0000511,Shirley MacLaine,"actress,soundtrack,writer","tt0086425,tt0098384,tt0053604,tt0048750"
nm0000513,William H. Macy,"actor,writer,soundtrack","tt0118749,tt1586680,tt0175880,tt0116282"
nm0000514,Michael Madsen,"actor,producer,writer","tt0114508,tt3460252,tt0266697,tt0105236"
nm0000515,Virginia Madsen,"actress,producer,soundtrack","tt0103919,tt0087182,tt0492044,tt0375063"
nm0000517,Terrence Malick,"writer,producer,director","tt0478304,tt0069762,tt0077405,tt0120863"
nm0000518,John Malkovich,"actor,producer,writer","tt0107206,tt0094947,tt0120601,tt0120744"
nm0000519,David Mamet,"writer,producer,director","tt0120202,tt0093223,tt0104348,tt0120885"
nm0000520,Michael Mann,"producer,writer,director","tt0369339,tt0091474,tt0104691,tt0140352"
nm0000521,Sophie Marceau,"actress,director,writer","tt0082100,tt0143145,tt0112573,tt1194616"
nm0000523,Julianna Margulies,"actress,producer,soundtrack","tt1174730,tt0108757,tt0417148,tt0288477"
nm0000524,Mary Stuart Masterson,"actress,producer,director","tt0094006,tt0101921,tt0073747,tt0106387"
nm0000525,Heather Matarazzo,"actress,producer,director","tt0498353,tt0332375,tt0114906,tt0247638"
nm0000526,Samantha Mathis,"actress,soundtrack,executive","tt0110367,tt0115759,tt0144084,tt0108255"
nm0000527,Walter Matthau,"actor,soundtrack,director","tt0060424,tt0063374,tt0069865,tt0107050"
nm0000530,Andrew McCarthy,"actor,director,producer","tt0091790,tt2741602,tt2372162,tt0098627"
nm0000531,Frances McDormand,"actress,producer,soundtrack","tt0116282,tt1748122,tt5027774,tt0181875"
nm0000532,Malcolm McDowell,"actor,producer,soundtrack","tt0066921,tt0111280,tt0373883,tt0080025"
nm0000534,Kelly McGillis,"actress,producer,soundtrack","tt0093467,tt0094608,tt0092099,tt0090329"
nm0000535,Rose McGowan,"actress,soundtrack,producer","tt0158552,tt0462322,tt1028528,tt1077258"
nm0000537,Steve McQueen,"actor,producer,soundtrack","tt0070511,tt0072308,tt0062765,tt0057115"
nm0000538,Colm Meaney,"actor,producer,soundtrack","tt0375912,tt0105690,tt0106145,tt0118880"
nm0000540,Russ Meyer,"director,writer,producer","tt0075376,tt0073768,tt0059170,tt0078846"
nm0000541,Bette Midler,"soundtrack,actress,producer","tt0079826,tt0116313,tt0094715,tt0107120"
nm0000542,Penelope Ann Miller,"actress,soundtrack","tt0111143,tt1655442,tt0106519,tt0099615"
nm0000543,Sal Mineo,"actor,soundtrack,music_department","tt0048545,tt0049261,tt0053804,tt0067065"
nm0000544,Carmen Miranda,"soundtrack,actress,miscellaneous","tt0035916,tt0036881,tt0037295,tt0039277"
nm0000545,Helen Mirren,"actress,director,producer","tt1245526,tt0975645,tt0436697,tt0280707"
nm0000546,Matthew Modine,"actor,producer,director","tt2932536,tt0093058,tt1345836,tt0108122"
nm0000547,Alfred Molina,"actor,producer,soundtrack","tt0120679,tt0241303,tt0316654,tt0118749"
nm0000549,Roger Moore,"actor,miscellaneous,producer","tt0076752,tt0079574,tt0071807,tt0070328"
nm0000551,Dermot Mulroney,"actor,soundtrack,music_department","tt0119738,tt0372532,tt0096487,tt1322269"
nm0000552,Eddie Murphy,"actor,writer,producer","tt0094898,tt0117218,tt0126029,tt0443489"
nm0000553,Liam Neeson,"actor,producer,soundtrack","tt0108052,tt1601913,tt0362269,tt0429493"
nm0000554,Sam Neill,"actor,director,writer","tt4698684,tt0163025,tt0107822,tt0107290"
nm0000555,Judd Nelson,"actor,writer,producer","tt0088847,tt0102526,tt0092106,tt0090060"
nm0000557,Brigitte Nielsen,"actress,soundtrack,producer","tt0092644,tt5073058,tt0089893"
nm0000558,Leslie Nielsen,"actor,producer,soundtrack","tt0080339,tt0049223,tt0095705,tt0102510"
nm0000559,Leonard Nimoy,"actor,director,producer","tt1399103,tt0092007,tt0102975,tt0796366"
