all_reviewers_average,box_office,director_1,director_2,director_3,directors,full_synop,genre,movie_id,mpaa,num_all_fresh,num_all_reviewers,num_all_rotten,num_top_fresh,num_top_reviewers,num_top_rotten,num_users,runtime,simple_title,stream_date,studio,theater_date,title,top_reviewers_average,user_rating,writer,writer_1,writer_2,writer_3
8.3/10,,Elaine McMillion Sheldon,,,Elaine McMillion Sheldon,"In this heart-wrenching documentary, a judge, a social worker and a fire chief do their best to combat the opioid epidemic in their West Virginia community.",Documentary,771484221,NR,10.0,10.0,0.0,,,,99,39.0,Heroin(e),"Sep 12, 2017",Netflix,"Sep 12, 2017",Heroin(e),,3.6/5,,,,
6.7/10,"$1,908,028",Hideaki Anno,Shinji Higuchi,,"Hideaki Anno, Shinji Higuchi","Make way for the ultimate homage to one of the most enduring legends of the big screen-Godzilla! The King of the Monsters is back in Tokyo for a city-crushing crusade that speaks to the very roots of the world-renowned franchise. It's a peaceful day in Japan when a strange fountain of water erupts in the bay, causing panic to spread among government officials. At first, they suspect only volcanic activity, but one young executive dares to wonder if it may be something different... something alive. His worst nightmare comes to life when a massive, gilled monster emerges from the deep and begins tearing through the city, leaving nothing but destruction in its wake. As the government scrambles to save the citizens, a rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower. But time is not on their side-the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.","Action & Adventure, Drama, Science Fiction & Fantasy",771441145,NR,57.0,67.0,10.0,7.0,9.0,2.0,"6,487",120.0,Godzilla Resurgence,"Aug 1, 2017",Toho Company,"Oct 11, 2016",Godzilla Resurgence (Shin Godzilla),6.6/10,3.7/5,Hideaki Anno,Hideaki Anno,,
4.7/10,"$353,851",Stanley Tong,,,Stanley Tong,"Jack (Jackie Chan), a world-renowned archaeology professor, and his team are on a grand quest to locate a lost ancient Indian treasure when they are ambushed by a team of mercenaries and left for dead. Using his vast knowledge of history and kung fu, Jack leads his team on a fast-paced race around the world to beat the mercenaries to the treasure and save an ancient culture in this hilarious, breakneck action-comedy that reunites Chan with acclaimed director Stanley Tong (Rumble in the Bronx, Supercop).","Action & Adventure, Comedy",771458509,NR,11.0,22.0,11.0,4.0,7.0,3.0,778,107.0,Kung-Fu Yoga,"Aug 8, 2017",Well Go USA Entertainment,"Jan 27, 2017",Kung-Fu Yoga,4.2/10,2.9/5,,,,
4.8/10,,Michael Walker (VI),,,Michael Walker (VI),"Serena Brooks, an ambitious young actress, signs on as the star of a horror film with a crew of backwoods filmmakers that have worked together. When the cast starts disappearing, Serena has to become her character if she wants to survive.",Horror,771475567,NR,3.0,5.0,2.0,,,,19,98.0,Cut Shoot Kill,"Aug 8, 2017",Pango Films,,Cut Shoot Kill,,3.5/5,Michael Walker (VI),Michael Walker (VI),,
4.3/10,,Anne Giafferi,,,Anne Giafferi,"Gabrielle (Isabelle Carré) is a single mother, her 17-year-old daughter Claire is pregnant, however the child's father Simon has no desire to be involved with his future baby. When Gabrielle takes matters into her own hands and asks Simon's father Ange (Patrick Bruel) for help, an unexpected relationship begins.","Art House & International, Comedy",771440541,NR,3.0,6.0,3.0,,,,24,91.0,Love at First Child,"Jul 11, 2017",Under the Milky Way,,Love at First Child (Ange et Gabrielle),,3/5,"Anne Giafferi, Anne Le Ny",Anne Giafferi,Anne Le Ny,
7.1/10,,James C. Strouse,,,James C. Strouse,An aspiring NYC playwright (Jessica Williams) gets over a painful breakup by bonding with a man who was also recently dumped (Chris O'Dowd). LaKeith Stanfield and Noël Wells co-star. Written and directed by James C. Strouse.,Comedy,771459184,NR,48.0,55.0,7.0,16.0,18.0,2.0,769,85.0,The Incredible Jessica James,"Jul 28, 2017",Netflix,,The Incredible Jessica James,6.6/10,3.6/5,James C. Strouse,James C. Strouse,,
5.2/10,"$85,275,488",Dean Israelite,,,Dean Israelite,"A group of high-school kids, who are infused with unique superpowers, harness their abilities in order to save the world.","Action & Adventure, Drama, Science Fiction & Fantasy",771386438,"PG-13 (for sequences of sci-fi violence, action and destruction, language, and for some crude humor)",78.0,160.0,82.0,10.0,26.0,16.0,"43,662",124.0,Saban's Power Rangers,"Jun 27, 2017",Lionsgate Films,"Mar 24, 2017",Saban's Power Rangers,5.1/10,3.7/5,"John Gatins, Matt Sazama, Burk Sharpless, Michele Mulroney, Kieran Mulroney",John Gatins,Matt Sazama,Burk Sharpless
3.9/10,,Wayne Blair,,,Wayne Blair,"Adaptation of the 1987 box-office smash about an innocent teen vacationing with her parents at an upscale resort in the 1960s Catskills, which gets a jolt of culture shock when she crushes on the hotel's handsome dance instructor.","Drama, Musical & Performing Arts",771438738,NR,4.0,21.0,17.0,2.0,12.0,10.0,438,180.0,Dirty Dancing,"Jun 27, 2017",,,Dirty Dancing,3.8/10,1.5/5,,,,
7.6/10,"$14,867",Frank Lotito,,,Frank Lotito,"When an Indian family moves to America in 1979 with the hope of living the American Dream, their 10-year-old-son, Smith, falls head-over-heels for the girl next door. With an American Dream of his own, Smith strives to become a ""good ol' boy,"" propelling him and his family further away from their traditional ideals than ever before. GROWING UP SMITH is a heartfelt coming-of-age comedy about an irrepressibly-like-able 10-year-old boy from India who may possibly lose it all--including the love of his life--when his obsession for living the American Dream unexpectedly takes a wrong turn.","Comedy, Drama, Kids & Family",771420209,PG-13 (for some language and brief drug use),8.0,11.0,3.0,,,,379,102.0,Growing Up Smith,"Jun 13, 2017",Good Deed Entertainment,"Feb 3, 2017",Growing Up Smith (Good Ol' Boy),,4/5,"Anjul Nigam, Paul Quinn, Gregory Scott Houghton",Anjul Nigam,Paul Quinn,Gregory Scott Houghton
4.9/10,"$904,216",John H. Lee,,,John H. Lee,"South Korean Navy Special Forces, Captain Jang Hak-soo and 7 members of the KLO (Korean Liasion Office) unit disguise themselves as a North Korean inspection unit and infiltrate the North Korean army command center in Incheon. Their mission directives from Gen. MacArthur are: 1. Recon enemy forces in Incheon and secure the mine chart, 2. Kidnap 'Ryu Jang-choon,' the second highest ranking officer in the North Korean command center, to acquire intel on the naval mine location and 3. On D-Day, light the Palmido light house as a signal to the main UN forces.",Drama,771444977,NR,6.0,18.0,12.0,1.0,5.0,4.0,546,115.0,Operation Chromite,"May 2, 2017",Taewon Entertainment,"Aug 12, 2016",Operation Chromite,4.7/10,3.2/5,Man-hee Lee,Man-hee Lee,,
7.3/10,"$14,037",Barnaby Clay,,,Barnaby Clay,"SHOT! THE PSYCHO-SPIRITUAL MANTRA OF ROCK is an odyssey into the colorful and bohemian tales of rock 'n' roll's history. A cinematic adventure that delves deep into the mind of one of rock's greatest living photographers: Mick Rock. Through the poignant lens of rock 'n' roll mythology; icon-maker, psychedelic explorer, poet, and custodian of dreams Mick Rock navigates his story from the glam rock shimmer of London to the snarl of NYC punk, and deep into the new millennium. Mick turns inward to face himself and the experiences as the visual record-keeper of myths and legends that propelled him into a living icon in this rock n' roll comeback story. Mick's now infamous images of the likes of David Bowie, Queen, Syd Barrett (Founding member of Pink Floyd), Blondie, Lou Reed and Iggy Pop are now imprinted on our collective psyche forever and generations to come. Presented in his own words, juxtaposed with spellbinding images and exclusive never-seen or heard archival film footage, audio recordings and original material, this film reveals an enigmatic Rock and his adventurous life both behind the camera and as an integral member of the artist's entourage working with and shaping some of the most outrageous, recognized and accomplished musicians and personalities of the past forty years. An icon-maker, and icon in his own right, Rock is among a very few photographers who himself is photographed walking red carpets in Los Angeles, London, New York and around the globe.",Documentary,771451952,NR,16.0,17.0,1.0,5.0,6.0,1.0,150,91.0,SHOT!: The Psycho-Spiritual Mantra of Rock,"Apr 7, 2017",,"Apr 7, 2017",SHOT!: The Psycho-Spiritual Mantra of Rock,6.3/10,3.4/5,,,,
6.1/10,,,,,,Four interlocking tales of supernatural horror.,Horror,771454415,NR,7.0,8.0,1.0,,,,431,98.0,The Dark Tapes,"Apr 18, 2017",Epic Pictures,,The Dark Tapes,,3.5/5,,,,
7.2/10,,Louis C.K.,,,Louis C.K.,"Comedian, actor, writer, producer, director, editor and six-time Emmy Award-winner, Louis C.K. brings his brash, entertaining and outlandish stand-up filmed in Washington D.C. to Netflix on April 4. The stand-up showcases the comedian musing on religion, eternal love, giving dogs drugs, email fights, teachers and more.",Comedy,771469191,NR,11.0,12.0,1.0,6.0,6.0,0.0,298,,Louis C.K.: 2017,"Apr 4, 2017",Netflix,,Louis C.K.: 2017,7.2/10,3.8/5,Louis C.K.,Louis C.K.,,
5.4/10,,Melanie Aitkenhead,,,Melanie Aitkenhead,"When theater major Leah (George), brings home the special someone in her life to meet her mom, Julie (Spelling), the family is met with a surprise when Pearl (Meade) comes to the door. Julie tries to embrace the idea of Leah's new love interest, but she can't shake the feeling that something is very wrong. Julie's suspicions lead to a startling discovery about Pearl that puts Leah in serious danger. Will Julie be able to save her daughter from an eternity of heartache before it's too late? ""Mother, May I Sleep with Danger?"" is produced by Sony Pictures Television in association with Rabbit Bandini Productions. Franco executive produces with Vince Jolivette, Diane Sokolow and Rachel Verno. The script is written by Amber Coney (""Class"") from a story by Franco, and directed by Melanie Aitkenhead (""Shang"").","Mystery & Suspense, Television",771440921,NR,8.0,13.0,5.0,2.0,5.0,3.0,80,120.0,"Mother, May I Sleep with Danger?","Mar 14, 2017",Sony Pictures Television,"Jun 18, 2016","Mother, May I Sleep with Danger?",4.9/10,2.3/5,Amber Coney,Amber Coney,,
6.4/10,"$553,754",Sunny Luk,Longman Leung,,"Sunny Luk, Longman Leung","In this sequel to the 2012 Hong Kong megahit, rival police chiefs battle it out both on the streets and at the station, kicked off by a psychotic killer's desperate escape attempt.","Action & Adventure, Mystery & Suspense",771445042,NR,5.0,9.0,4.0,2.0,5.0,3.0,506,114.0,Cold War 2,"Mar 7, 2017",Edko Films,"Jul 8, 2016",Cold War 2,7.5/10,3.4/5,"Sunny Luk, Longman Leung, Jack Ng",Sunny Luk,Longman Leung,Jack Ng
4.9/10,,Alberto Rodríguez,,,Alberto Rodríguez,"After his adventures with the mummies of Guanajuato and of being in the middle of the independence war, Leo San Juan is taken prisoner when he gets mistaken for an insurgent rebel by the royalist army soldiers while on his way back to Puebla. While locked in an old abandoned convent among other rebels, a frightening winged monster appears next to them: El Chupacabras, who attacks prisoners and guards alike. Abandoned to their fate, Leo and the rebels must fight the monster and escape before the royalists blow up the convent. As he struggles to survive he will discover the secret behind El Chupacabras and will have to make the most difficult decision of his life.","Action & Adventure, Animation, Horror, Kids & Family",771448920,PG (for action/scary images and brief smoking),2.0,8.0,6.0,,,,111,81.0,La Leyenda del Chupacabras,"Mar 7, 2017",Anima Estudios,"Oct 14, 2016",La Leyenda del Chupacabras,,3.2/5,"Alberto Rodríguez, Acán Coen",Alberto Rodríguez,Acán Coen,
6.4/10,,Nadav Lapid,,,Nadav Lapid,"Yaron, an elite special operations squad leader, is the spiritual leader and alpha male among his peers, a small, highly trained team that is part of the Israeli Defense Ministry's Anti-Terrorism unit. These men work, play, laugh, and cry together. They are true patriots. Yaron's wife is expecting their first child, and the failing health of a team member weighs on his soul, and the price that must be paid as a result of this. As the story shifts, the antagonists are introduced: a small group of politically extreme individuals with their own vision of how Israeli society should be. They use terrorism to make their misguided vision a reality. Yaron faces the prospect of the very evil he works to eliminate taking on the form of his beloved Israeli countrymen. For the sake of his team, his expectant wife, and himself, he must hold himself together and perform his duties. (c) Corinth","Art House & International, Drama",771256416,NR,11.0,18.0,7.0,6.0,9.0,3.0,175,105.0,Ha-shoter,"Feb 14, 2017",Corinth Films,"Jun 13, 2014",Ha-shoter (Policeman),7.3/10,3.1/5,Nadav Lapid,Nadav Lapid,,
5.1/10,,Christophe Gans,,,Christophe Gans,"1810. After the wreck of his ships, a financially-ruined merchant (André Dussollier) exiles himself in the countryside with his six children. Among them is Belle (Léa Seydoux), his youngest daughter, a joyful girl full of grace. One day, during an arduous journey, the merchant stumbles across the magical domain of the Beast (Vincent Cassel), who sentences him to death for stealing a rose. Feeling responsible for the terrible fate which has befallen her family, Belle decides to sacrifice herself and take her father's place. At the Beast's castle, it is not death that awaits Belle, but a strange life in which fantastical moments mingle with gaiety and melancholy. Every night, at dinner, Belle and the Beast sit down together. They learn about each other, taming one another like two strangers who are total opposites. When she has to repulse his amorous advances, Belle tries to pierce the mysteries of the Beast and his domain. And when night falls, the Beast's past is revealed to her bit by bit in her dreams. It is a tragic story, which tells her that this solitary and fearsome being was once a majestic prince. Armed with her courage, ignoring every danger, and opening her heart, Belle manages to release the Beast from his curse. And in doing so, she discovers true love.","Mystery & Suspense, Science Fiction & Fantasy, Romance",771362262,"PG-13 (for some action violence, peril and frightening images)",8.0,23.0,15.0,1.0,5.0,4.0,"3,718",112.0,Beauty And The Beast,"Feb 21, 2017",Shout! Factory Films,"Sep 23, 2016",Beauty And The Beast (La belle et la bête),5.5/10,3.3/5,"Christophe Gans, Sandra Vo-Anh",Christophe Gans,Sandra Vo-Anh,
3.9/10,"$73,159,525",Tyler Perry,,,Tyler Perry,"In TYLER PERRY'S BOO! A MADEA HALLOWEEN, Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls and zombies while keeping a watchful eye on a group of misbehaving teens.","Comedy, Drama, Horror",771436643,"PG-13 (for drug use and references, suggestive content, language, some horror images and thematic material)",8.0,41.0,33.0,3.0,10.0,7.0,"11,964",103.0,Tyler Perry's Boo! A Madea Halloween,"Jan 31, 2017",Lionsgate,"Oct 21, 2016",Tyler Perry's Boo! A Madea Halloween,4/10,3.3/5,Tyler Perry,Tyler Perry,,
8.3/10,"$3,229",Sean Brenden Brosnan,,,Sean Brenden Brosnan,"Deaf and mute since having his hearing knocked out at the age of 12, Asher (Anderson) has been training for almost two decades to avenge himself on Ivan (Stretch), the man that killed his older brother, 21 years ago. And now that his nemesis is out of prison, he may get his chance. But Asher's target also happens to be his father.","Action & Adventure, Drama",771439438,NR,9.0,13.0,4.0,,,,148,90.0,"My Father, Die","Jan 20, 2017",KnightMarcher,"Jan 20, 2017","My Father, Die",,3/5,Sean Brenden Brosnan,Sean Brenden Brosnan,,
6.9/10,,G.J. Echternkamp,,,G.J. Echternkamp,"Souped-up speed demons race in a murderous rally across a futuristic United States where every city is named after a megacorporation and every hit-and-run ""accident"" is scored for points. This dystopian action thriller produced by B-movie legend Roger Corman is the sequel to his 1975 cult classic Death Race 2000.",Action & Adventure,771455244,R,8.0,9.0,1.0,,,,383,90.0,Roger Corman's Death Race 2050,"Jan 17, 2017",New Horizons Picture Corp.,,Roger Corman's Death Race 2050,,2.6/5,"G.J. Echternkamp, Matt Yamashita",G.J. Echternkamp,Matt Yamashita,
6/10,"$2,379,745",Michael John Warren,,,Michael John Warren,"Capturing the on-stage energy and off-stage hearts of the Australia-based band Hillsong UNITED, HILLSONG - LET HOPE RISE is a new motion-picture genre: the theatrical worship experience. The film explores Hillsong's humble beginnings and astonishing rise to prominence as an international church whose songs are sung every Sunday by more than 50 million people worldwide.","Documentary, Kids & Family",771383584,PG (for some thematic elements),6.0,10.0,4.0,,,,"4,411",103.0,Hillsong - Let Hope Rise,"Dec 20, 2016",PureFlix,"Sep 16, 2016",Hillsong - Let Hope Rise,,4.1/5,,,,
7/10,"$709,617",,,,,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!","Action & Adventure, Art House & International, Science Fiction & Fantasy",771436735,NR,5.0,5.0,0.0,,,,966,120.0,The Monkey King 2,"Jan 3, 2017",Global Star Productions,"Jan 25, 2014",The Monkey King 2 (San Da Bai Gu Jing),,3.2/5,,,,
8.9/10,,Alexis Bloom,,,Alexis Bloom,"The story of a family's complicated love, this hilarious and heart-rending film is an intimate portrait of a unique mother/daughter relationship and Hollywood royalty in all its eccentricity.",Documentary,771443363,NR,57.0,57.0,0.0,24.0,24.0,0.0,586,95.0,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,"Jan 7, 2017",HBO Films,"Jan 7, 2017",Bright Lights: Starring Carrie Fisher and Debbie Reynolds,9.5/10,4.1/5,,,,
5.2/10,,Kenny Ortega,,,Kenny Ortega,A reimagining of the cult film that follows a young couple as they end up at a strange convention hosted by a sexually-ambiguous scientist who is debuting a creation at the event.,"Comedy, Horror, Musical & Performing Arts, Television",771433025,NR,11.0,39.0,28.0,6.0,18.0,12.0,497,120.0,The Rocky Horror Picture Show: Let's Do the Time Warp Again,"Dec 6, 2016",Fox 21,"Oct 20, 2016",The Rocky Horror Picture Show: Let's Do the Time Warp Again,6.3/10,2.2/5,,,,
7.5/10,"$594,452",Werner Herzog,,,Werner Herzog,"Society depends on the Internet for nearly everything but rarely do we step back and recognize its endless intricacies and unsettling omnipotence. Presented by NETSCOUT, a leader in service assurance and cyber security, Werner Herzog explores - in a playful yet chilling examination - our rapidly interconnecting online lives.",Documentary,771435748,PG-13 (for brief strong language and some thematic elements),124.0,132.0,8.0,25.0,28.0,3.0,"5,959",98.0,"Lo and Behold, Reveries of the Connected World","Nov 22, 2016",Saville Productions,"Aug 19, 2016","Lo and Behold, Reveries of the Connected World",7.1/10,3.6/5,Werner Herzog,Werner Herzog,,
6.6/10,"$86,446",Jin Mo-young,,,Jin Mo-young,"""100-year old Lovebirds"" Byong-man Jo and Gye-yeul Kang, have been inseparable companions for the past 76 years. Living in their small home by the river, they wear traditional Korean clothes, go shopping at the local market, have picnics with neighbors, and enjoy dance parties. Every night they go to sleep holding each other's hands. Observing this fragile couple for 15 months, director Mo-Young Jin acts as a fly-on-the-wall, capturing their twilight days with tender moments that reveal simple acts of affection--from a good-natured leaf fight to a gentle caress of the cheek. A blockbuster in its native Korea, where it would go on to become the country's biggest independent film of all time, MY LOVE, DON'T CROSS THAT RIVER presents an unforgettable story of true love that transcends both generations and cultures.","Documentary, Kids & Family, Romance",771390624,NR,20.0,26.0,6.0,8.0,9.0,1.0,475,86.0,"My Love, Don't Cross That River","Nov 1, 2016",Argus Film Produktie,"Jun 17, 2016","My Love, Don't Cross That River",3.8/10,3.6/5,Jin Mo-young,Jin Mo-young,,
6.6/10,"$14,827",Aaron Nee,Adam Nee,,"Aaron Nee, Adam Nee","A modern-day retelling of Mark Twain's iconic books, Band of Robbers is a comedic adventure that reimagines the characters as grown men, and small-time crooks. When Huck Finn is released from prison, he hopes to leave his criminal life behind, but his lifelong friend, and corrupt cop, Tom Sawyer, has other plans. Not ready to give up on his childhood fantasies, Tom forms the Band of Robbers, recruiting their misfit friends, Joe Harper and Ben Rogers, to join them for an elaborate plan to find a fabled treasure. But the plan soon unravels, thrusting the guys on a wild journey with dangerous consequences...","Action & Adventure, Comedy",771430728,NR,20.0,26.0,6.0,6.0,9.0,3.0,"1,846",95.0,Band Of Robbers,"Nov 8, 2016",Whitewater Films,"Jan 15, 2016",Band Of Robbers,5.3/10,3.5/5,"Aaron Nee, Adam Nee",Aaron Nee,Adam Nee,
3.8/10,,Jeff Wadlow,,,Jeff Wadlow,"The action comedy stars Kevin James as Sam Larson, a mild-mannered would-be author who gets mistaken for a killer-for-hire when his fictional novel about an international assassin is published as a true story. When the book is a huge success, he is suddenly kidnapped, taken out of the country, and forced into an assassination plot.","Action & Adventure, Comedy",771441795,NR,0.0,8.0,8.0,,,,882,98.0,The True Memoirs of an International Assassin,"Nov 11, 2016",Netflix,"Nov 11, 2016",The True Memoirs of an International Assassin,,3/5,"Jeff Wadlow, Jeff Morris",Jeff Wadlow,Jeff Morris,
5.8/10,,John Woo,Chao-Bin Su,Su Chao-pin,"John Woo, Chao-Bin Su, Su Chao-pin","Elusive assassin Drizzle transforms herself into modest shop owner Zeng Jing (Michelle Yeoh) in order to transport the remains of an exalted Buddhist monk to their eternal resting place, but finds her mission unexpectedly complicated when she falls in love with Jiang, a fierce warrior posing as a typical messenger. According to legend, the monk's remains possess untold powers. In order to ensure that they do not fall into the possession of the Dark Stone gang, the former killer goes into deep hiding. Adopting the name Zeng Jing, she marries Ah-Sheng (Woo-sung Jung) and together the couple plans to live out their days in peace. But when he Dark Stone gang turns up in search of the missing remains, the truth about Zeng's past begins to emerge. Before long, Zeng realizes that her husband Ah-Sheng also harbors some dark secrets - secrets that only begin to emerge once the battle lines are drawn and the swords start to clash. Longtime producing partners John Woo and Terence Chang reteam for this period martial arts film set in A.D. 428, and co-directed by Woo and Su Chao-pin. ~ Jason Buchanan, Rovi",Action & Adventure,771208222,R (for violence),7.0,10.0,3.0,,,,"1,382",117.0,Jianyu,"Nov 1, 2016",The Weinstein Company,"Dec 31, 2010",Jianyu (Reign of Assassins),,3.6/5,"Chao-Bin Su, Su Chao-pin",Chao-Bin Su,Su Chao-pin,
4.1/10,"$1,115,516",Bob Yari,,,Bob Yari,"The first Hollywood film to shoot on location in Cuba since the 1959 revolution, PAPA: Hemingway in Cuba is the true-life story of a young journalist who finds a father figure in legendary author Ernest Hemingway. Their relationship began in the late 1950's when Ed Myers, then a junior reporter at The Miami Herald, wrote a fan letter to his idol. Myers thought he was being pranked when the larger than life Hemingway phoned the newsroom a week later, inviting him to Havana. ""Good letter, kid,"" the famous voice growled. ""You like to fish?"" Hidden away at his private estate with his wife Mary, the elusive author mentors Myers in fishing, drinking, and finding his voice while the Cuban Revolution boils up around them. In this turbulent landscape, observing an icon in his twilight years, Myers discovers his strength while recognizing that all of our heroes are human.",Drama,771439590,"R (for language, sexuality, some vioelnce and nudity)",5.0,42.0,37.0,1.0,19.0,18.0,"1,254",109.0,Papa: Hemingway in Cuba,"Oct 25, 2016",Yari Film Group,"Apr 29, 2016",Papa: Hemingway in Cuba,4.2/10,3.4/5,Denne Bart Petitclerc,Denne Bart Petitclerc,,
6.9/10,,Wim Wenders,,,Wim Wenders,"Wim Wenders' new documentary, ""Pope Francis - A Man of His Word,"" is intended to be a personal journey with Pope Francis, rather than a biographical documentary about him. The pope's ideas and his message are central to this documentary, which sets out to present his work of reform and his answers to today's global questions. From his deep concern for the poor and wealth inequality, to his involvement in environmental issues and social justice, Pope Francis engages the audience face-to-face and calls for peace.",Documentary,771473463,PG (for thematic material including images of suffering.),58.0,70.0,12.0,15.0,18.0,3.0,413,96.0,Pope Francis - A Man of His Word,"Dec 4, 2018",Focus Features,"May 18, 2018",Pope Francis - A Man of His Word,6.6/10,3.8/5,Wim Wenders,Wim Wenders,,
5.4/10,,Deane Taylor,Noel Cleary,Alexs Stadermann,"Deane Taylor, Noel Cleary, Alexs Stadermann","Blinky Bill is a little koala with a big imagination. An adventurer at heart, he dreams of leaving the little town of Green Patch and following in his missing father's footsteps. When Blinky discovers a mysterious marker that hints at his Dad's whereabouts, he embarks on a journey that takes him beyond the boundary of Green Patch and into the wild and dangerous Outback. He quickly makes friends with Nutsy, a zoo koala, and Jacko, a nervous frill-necked lizard. Pursued relentlessly by a vengeful Cat who has a personal score to settle with Blinky, the trio must learn to work together if they ever want to survive the rugged Australian landscape and find Blinky's father!","Action & Adventure, Animation, Art House & International",771428251,PG (for some rude humor.),8.0,11.0,3.0,,,,242,90.0,Blinky Bill The Movie,"Oct 11, 2016",Assemblage Entertainment,"Oct 7, 2016",Blinky Bill The Movie,,3/5,Fin Edquist,Fin Edquist,,
3.2/10,,Anthony C. Ferrante,,,Anthony C. Ferrante,"Ian Ziering will slay again in Sharknado 4: The 4th Awakens, reprising his role as shark-fighting hero Fin Shepard, while Tara Reid is set to return as April Wexler to reveal the outcome of the fan-voted #AprilLives or #AprilDies social campaign. The fourth addition to the hit global franchise also sees the return of David Hasselhoff as Gil Shepard and Ryan Newman as Claudia Shepard. Additional roles will be played by Tommy Davidson, Cheryl Tiegs, Gary Busey, Cody Linley, Imani Hakim and Masiela Lusha. Sharknado 4 will take place five years after the East Coast was ravaged in Sharknado 3. Fin, his family and the cosmos have been blissfully sharknado-free in the intervening years, but now sharks - and 'nados! - are being whipped up in places (and ways) that are completely unexpected... Sharknado 4: The 4th Awakens will premiere on July 31 at 8/7c.",Horror,771440714,NR,2.0,13.0,11.0,,,,497,120.0,Sharknado: The 4th Awakens,"Oct 4, 2016",The Asylum,"Sep 2, 2016",Sharknado: The 4th Awakens,,2.2/5,Thunder Levin,Thunder Levin,,
4.4/10,,Henry Jaglom,,,Henry Jaglom,"""Ovation!"" is a film about what takes place backstage in the critical week before a theater finds itself economically forced to close. Not only the production--which we never see, only getting glimpses of the actors going on-stage and coming off after curtain calls--but the entire theater complex is under threat of destruction in a secret high-end real estate deal, unknown to the members of the theater company or the play's producer","Comedy, Drama",771446536,R (for language including some sexual references),3.0,7.0,4.0,,,,29,102.0,Ovation!,"Oct 11, 2016",,"Jul 7, 2016",Ovation!,,2.8/5,"Henry Jaglom, Ron Vignone",Henry Jaglom,Ron Vignone,
6.8/10,"$55,180",Robert Cannan,Ross Adam,,"Robert Cannan, Ross Adam","THE LOVERS AND THE DESPOT tells the story of young, ambitious South Korean filmmaker Shin Sang-ok and actress Choi Eun-hee, who met and fell in love in 1950s post-war Korea. In the 70s, after reaching the top of Korean society following a string of successful films, Choi was kidnapped in Hong Kong by North Korean agents and taken to meet Kim Jong-il. While searching for Choi, Shin also was kidnapped, and following five years of imprisonment, the couple was reunited by the movie-obsessed Kim, who declared them his personal filmmakers. Choi and Shin planned their escape, but not before producing 17 feature films for the dictator and gaining his trust in the process.","Documentary, Mystery & Suspense",771437490,NR,56.0,72.0,16.0,17.0,21.0,4.0,334,94.0,The Lovers And The Despot,"Sep 23, 2016",,"Sep 23, 2016",The Lovers And The Despot,6.6/10,3.2/5,"Robert Cannan, Ross Adam",Robert Cannan,Ross Adam,
8.5/10,,Orlando Von Einsiedel,,,Orlando Von Einsiedel,"A Netflix original short documentary, set in Aleppo, Syria and Turkey in early 2016. As the violence intensifies, The White Helmets follows three volunteer rescue workers as they put everything on the line to save civilians affected by the war, all the while wracked with worry about the safety of their own loved ones. Moving and inspiring, The White Helmets (directed by Academy Award (R)-nominated director Orlando von Einsiedel and producer Joanna Natasegara) is both a snapshot of the harrowing realities of life for ordinary Syrians who remain in the country, and a humbling portrait of the power of the human spirit.",Documentary,771447923,NR,5.0,5.0,0.0,,,,575,40.0,The White Helmets,"Sep 16, 2016",Grain Media,,The White Helmets,,4.1/5,,,,
